No,検査分類,表示名,施設ID,検査コード,検査名,検体コード,検体名,単位,標準単位,変換率
1372,尿検査,γ-ｱﾐﾉ酪酸(尿),1.2.840.114319.5.1000.1.18.1,0948128,γ-ｱﾐﾉ酪酸,006,尿,μmol/L,μmol/L,1
1373,尿検査,γ-ｱﾐﾉ酪酸(尿),1.2.840.114319.5.1000.1.22.2,394530,Ｇａｂａ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1374,尿検査,γ-ｱﾐﾉ酪酸(尿),1.2.840.114319.5.1000.1.28.13,2769,Γ－アミノ酪酸,21,随時尿,μmol/l,μmol/L,1
1375,尿検査,ﾓﾉｴﾀﾉｰﾙｱﾐﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948129,ﾓﾉｴﾀﾉｰﾙｱﾐﾝ,006,尿,μmol/L,μmol/L,1
1376,尿検査,ﾓﾉｴﾀﾉｰﾙｱﾐﾝ(尿),1.2.840.114319.5.1000.1.22.2,394531,Ｍｅａ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1377,尿検査,ﾓﾉｴﾀﾉｰﾙｱﾐﾝ(尿),1.2.840.114319.5.1000.1.28.13,2770,モノエタノールアミン,21,随時尿,μmol/l,μmol/L,1
1378,尿検査,ﾊｲﾄﾞﾛｷｼﾘｼﾞﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948130,ﾊｲﾄﾞﾛｷｼﾘｼﾞﾝ,006,尿,μmol/L,μmol/L,1
1379,尿検査,ﾊｲﾄﾞﾛｷｼﾘｼﾞﾝ(尿),1.2.840.114319.5.1000.1.22.2,394532,Ｈｙｌｙｓ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1380,尿検査,ﾊｲﾄﾞﾛｷｼﾘｼﾞﾝ(尿),1.2.840.114319.5.1000.1.28.13,2771,ハイドロキシリジン,21,随時尿,μmol/l,μmol/L,1
1381,尿検査,ｵﾙﾆﾁﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948131,ｵﾙﾆﾁﾝ,006,尿,μmol/L,μmol/L,1
1382,尿検査,ｵﾙﾆﾁﾝ(尿),1.2.840.114319.5.1000.1.22.2,394533,Ｏｒｎｉｔｈｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1383,尿検査,ｵﾙﾆﾁﾝ(尿),1.2.840.114319.5.1000.1.28.13,2772,オルニチン,21,随時尿,μmol/l,μmol/L,1
1384,尿検査,1-ﾒﾁﾙﾋｽﾁｼﾞﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948132,1-ﾒﾁﾙﾋｽﾁｼﾞﾝ,006,尿,μmol/L,μmol/L,1
1385,尿検査,1-ﾒﾁﾙﾋｽﾁｼﾞﾝ(尿),1.2.840.114319.5.1000.1.22.2,394534,１－Ｍｈｉｓ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1386,尿検査,1-ﾒﾁﾙﾋｽﾁｼﾞﾝ(尿),1.2.840.114319.5.1000.1.28.13,2773,１－メチルヒスチジン,21,随時尿,μmol/l,μmol/L,1
1387,尿検査,ﾋｽﾁｼﾞﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948133,ﾋｽﾁｼﾞﾝ,006,尿,μmol/L,μmol/L,1
1388,尿検査,ﾋｽﾁｼﾞﾝ(尿),1.2.840.114319.5.1000.1.22.2,394535,Ｈｉｓｔｉｄｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1389,尿検査,ﾋｽﾁｼﾞﾝ(尿),1.2.840.114319.5.1000.1.28.13,2774,ヒスチジン,21,随時尿,μmol/l,μmol/L,1
1390,尿検査,ﾘｼﾞﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948134,ﾘｼﾞﾝ,006,尿,μmol/L,μmol/L,1
1391,尿検査,ﾘｼﾞﾝ(尿),1.2.840.114319.5.1000.1.22.2,394536,Ｌｙｓｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1392,尿検査,ﾘｼﾞﾝ(尿),1.2.840.114319.5.1000.1.28.13,2775,リジン,21,随時尿,μmol/l,μmol/L,1
1393,尿検査,3-ﾒﾁﾙﾋｽﾁｼﾞﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948135,3-ﾒﾁﾙﾋｽﾁｼﾞﾝ,006,尿,μmol/L,μmol/L,1
1394,尿検査,3-ﾒﾁﾙﾋｽﾁｼﾞﾝ(尿),1.2.840.114319.5.1000.1.22.2,394537,３－Ｍｈｉｓ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1395,尿検査,3-ﾒﾁﾙﾋｽﾁｼﾞﾝ(尿),1.2.840.114319.5.1000.1.28.13,2776,３－メチルヒスチジン,21,随時尿,μmol/l,μmol/L,1
1396,尿検査,ﾄﾘﾌﾟﾄﾌｧﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948136,ﾄﾘﾌﾟﾄﾌｧﾝ,006,尿,μmol/L,μmol/L,1
1397,尿検査,ﾄﾘﾌﾟﾄﾌｧﾝ(尿),1.2.840.114319.5.1000.1.22.2,394538,Ｔｒｙｐｔｏｐｈａｎ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1398,尿検査,ﾄﾘﾌﾟﾄﾌｧﾝ(尿),1.2.840.114319.5.1000.1.28.13,2777,トリプトファン,21,随時尿,μmol/l,μmol/L,1
1399,尿検査,ｱﾝｾﾘﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948137,ｱﾝｾﾘﾝ,006,尿,μmol/L,μmol/L,1
1400,尿検査,ｱﾝｾﾘﾝ(尿),1.2.840.114319.5.1000.1.22.2,394539,Ａｎｓｅｒｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1401,尿検査,ｱﾝｾﾘﾝ(尿),1.2.840.114319.5.1000.1.28.13,2778,アンセリン,21,随時尿,μmol/l,μmol/L,1
1402,尿検査,ｶﾙﾉｼﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948138,ｶﾙﾉｼﾝ,006,尿,μmol/L,μmol/L,1
1403,尿検査,ｶﾙﾉｼﾝ(尿),1.2.840.114319.5.1000.1.22.2,394540,Ｃａｒｎｏｓｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1404,尿検査,ｶﾙﾉｼﾝ(尿),1.2.840.114319.5.1000.1.28.13,2779,カルノシン,21,随時尿,μmol/l,μmol/L,1
1405,尿検査,ｱﾙｷﾞﾆﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948139,ｱﾙｷﾞﾆﾝ,006,尿,μmol/L,μmol/L,1
1406,尿検査,ｱﾙｷﾞﾆﾝ(尿),1.2.840.114319.5.1000.1.22.2,394541,Ａｒｇｉｎｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1407,尿検査,ｱﾙｷﾞﾆﾝ(尿),1.2.840.114319.5.1000.1.28.13,2780,アルギニン,21,随時尿,μmol/l,μmol/L,1
1408,尿検査,ｱﾛｲｿﾛｲｼﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948140,ｱﾛｲｿﾛｲｼﾝ,006,尿,μmol/L,μmol/L,1
1409,尿検査,ｱﾛｲｿﾛｲｼﾝ(尿),1.2.840.114319.5.1000.1.28.13,2781,アロイソロイシン,21,随時尿,μmol/l,μmol/L,1
1410,尿検査,ｸﾞﾘｼﾙﾌﾟﾛﾘﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948141,ｸﾞﾘｼﾙﾌﾟﾛﾘﾝ,006,尿,μmol/L,μmol/L,1
1411,尿検査,ｸﾞﾘｼﾙﾌﾟﾛﾘﾝ(尿),1.2.840.114319.5.1000.1.28.13,2820,グリシルプロリン,21,随時尿,μmol/l,μmol/L,1
1412,尿検査,ﾎﾓｼﾄﾙﾘﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948142,ﾎﾓｼﾄﾙﾘﾝ,006,尿,μmol/L,μmol/L,1
1413,尿検査,ﾎﾓｼﾄﾙﾘﾝ(尿),1.2.840.114319.5.1000.1.22.2,394520,Ｈ－Ｃｉｔ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1414,尿検査,ﾎﾓｼﾄﾙﾘﾝ(尿),1.2.840.114319.5.1000.1.28.13,2821,ホモシトルリン,21,随時尿,μmol/l,μmol/L,1
1415,尿検査,S-ｽﾙﾎｼｽﾃｲﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948143,S-ｽﾙﾎｼｽﾃｲﾝ,006,尿,μmol/L,μmol/L,1
1416,尿検査,S-ｽﾙﾎｼｽﾃｲﾝ(尿),1.2.840.114319.5.1000.1.28.13,2822,Ｓ－スルホシステイン,21,随時尿,μmol/l,μmol/L,1
1417,尿検査,ｷﾇﾚﾆﾝ(尿),1.2.840.114319.5.1000.1.18.1,0948144,ｷﾇﾚﾆﾝ,006,尿,μmol/L,μmol/L,1
1418,尿検査,ｷﾇﾚﾆﾝ(尿),1.2.840.114319.5.1000.1.28.13,2823,キヌレニン,21,随時尿,μmol/l,μmol/L,1
1419,尿検査,ｱﾙｷﾞﾆﾉｺﾊｸ酸(尿),1.2.840.114319.5.1000.1.18.1,0948145,ｱﾙｷﾞﾆﾉｺﾊｸ酸,006,尿,μmol/L,μmol/L,1
1420,尿検査,ｱﾙｷﾞﾆﾉｺﾊｸ酸(尿),1.2.840.114319.5.1000.1.28.13,2824,アルギニノコハク酸,21,随時尿,μmol/l,μmol/L,1
1421,尿検査,β2MG-尿,1.2.840.114319.5.1000.1.18.1,0977800,β2MG-尿,006,尿,,μg/L,1
1422,尿検査,β2MG-尿,1.2.840.114319.5.1000.1.22.2,207600,Ｕ－Β２ｍｇ,2E1,任意尿（一般特殊）,μg/L,μg/L,1
1423,尿検査,β2MG-尿,1.2.840.114319.5.1000.1.22.1,0208900,随時尿β2ﾏｲｸﾛｸﾞﾛﾌﾞﾘﾝ,037,随時尿,μg/L,μg/L,1
1424,尿検査,Ｎｔｘ（骨粗鬆症）(尿),1.2.840.114319.5.1000.1.28.13,2575,Ｎｔｘ（骨粗鬆症）,23,早朝尿,,,1
1425,尿検査,尿外観,1.2.840.114319.5.1000.1.22.2,100100,尿外観,2E1,任意尿（一般特殊）,,,1
1426,尿検査,アスコルビン酸(尿),1.2.840.114319.5.1000.1.22.2,100218,アスコルビン酸,2E1,任意尿（一般特殊）,,,1
1427,尿検査,アルブミン／クレアチニン　比(尿),1.2.840.114319.5.1000.1.22.2,100225,アルブミン／クレアチニン　比,2E1,任意尿（一般特殊）,,,1
1428,尿検査,アルブミン／クレアチニン　比(尿),1.2.840.114319.5.1000.1.22.1,0702300,ｱﾙﾌﾞﾐﾝ/Cr,032,新鮮尿,,,1
1429,尿検査,Ｇｌｉｔｔｅｒｃｅｌｌ(尿),1.2.840.114319.5.1000.1.22.2,100506,Ｇｌｉｔｔｅｒｃｅｌｌ,2E1,任意尿（一般特殊）,,,1
1430,尿検査,尿路上皮細胞(尿),1.2.840.114319.5.1000.1.22.2,100512,尿路上皮細胞,2E1,任意尿（一般特殊）,/HPF,/HPF,1
1431,尿検査,細胞内封入体細胞(尿),1.2.840.114319.5.1000.1.22.2,100517,細胞内封入体細胞,2E1,任意尿（一般特殊）,,,1
1432,尿検査,核内封入体細胞(尿),1.2.840.114319.5.1000.1.22.2,100518,核内封入体細胞,2E1,任意尿（一般特殊）,,,1
1433,尿検査,大食細胞(尿),1.2.840.114319.5.1000.1.22.2,100520,大食細胞,2E1,任意尿（一般特殊）,,,1
1434,尿検査,無晶性燐酸塩(尿),1.2.840.114319.5.1000.1.22.2,100551,無晶性燐酸塩,2E1,任意尿（一般特殊）,,,1
1435,尿検査,リン酸アンモニウムＭｇ結晶(尿),1.2.840.114319.5.1000.1.22.2,100553,リン酸アンモニウムＭｇ結晶,2E1,任意尿（一般特殊）,,,1
1436,尿検査,シュウ酸Ｃａ結晶(尿),1.2.840.114319.5.1000.1.22.2,100554,シュウ酸Ｃａ結晶,2E1,任意尿（一般特殊）,,,1
1437,尿検査,シュウ酸Ｃａ結晶(尿),1.2.840.114319.5.1000.1.22.1,0707700,蓚酸Ca,032,新鮮尿,,,1
1438,尿検査,尿酸結晶(尿),1.2.840.114319.5.1000.1.22.2,100555,尿酸結晶,2E1,任意尿（一般特殊）,,,1
1439,尿検査,真菌(尿),1.2.840.114319.5.1000.1.22.2,100571,真菌,2E1,任意尿（一般特殊）,,,1
1440,尿検査,脂肪球(尿),1.2.840.114319.5.1000.1.22.2,100573,脂肪球,2E1,任意尿（一般特殊）,,,1
1441,尿検査,卵円形脂肪体(尿),1.2.840.114319.5.1000.1.22.2,100574,卵円形脂肪体,2E1,任意尿（一般特殊）,,,1
1442,尿検査,粘液(尿),1.2.840.114319.5.1000.1.22.2,103000,粘液,2E1,任意尿（一般特殊）,,,1
1443,尿検査,粘液(尿),1.2.840.114319.5.1000.1.22.1,0706100,粘液糸-,032,新鮮尿,,,1
1444,尿検査,均一赤血球(尿),1.2.840.114319.5.1000.1.22.2,103202,均一赤血球,2E1,任意尿（一般特殊）,,,1
1445,尿検査,変形赤血球(尿),1.2.840.114319.5.1000.1.22.2,103203,変形赤血球,2E1,任意尿（一般特殊）,,,1
1446,尿検査,白血球塊(尿),1.2.840.114319.5.1000.1.22.2,103301,白血球塊,2E1,任意尿（一般特殊）,,,1
1447,尿検査,非扁平上皮(尿),1.2.840.114319.5.1000.1.22.2,103402,非扁平上皮,2E1,任意尿（一般特殊）,,,1
1448,尿検査,尿路上皮(尿),1.2.840.114319.5.1000.1.22.2,103403,尿路上皮,2E1,任意尿（一般特殊）,,,1
1449,尿検査,酵母様真菌(尿),1.2.840.114319.5.1000.1.22.2,103600,酵母様真菌,2E1,任意尿（一般特殊）,,,1
1450,尿検査,精子(尿),1.2.840.114319.5.1000.1.22.2,103800,精子,2E1,任意尿（一般特殊）,,,1
1451,尿検査,結晶(尿),1.2.840.114319.5.1000.1.22.2,103900,結晶,2E1,任意尿（一般特殊）,,,1
1452,尿検査,尿浸透圧,1.2.840.114319.5.1000.1.22.2,201000,尿浸透圧,2E1,任意尿（一般特殊）,mOSM/L,mOSM/L,1
1453,尿検査,尿浸透圧,1.2.840.114319.5.1000.1.28.13,0437,浸透圧（随時尿）,21,随時尿,mOSm/kg,mOSm/kg,1
1454,尿検査,Ｕ－Ｍｇ,1.2.840.114319.5.1000.1.22.2,202500,Ｕ－Ｍｇ,2E1,任意尿（一般特殊）,㎎/dl,㎎/dl,1
1455,尿検査,Ｕ－Ｇｌｕｃｏｓｅ,1.2.840.114319.5.1000.1.22.2,204000,Ｕ－Ｇｌｕｃｏｓｅ,2E1,任意尿（一般特殊）,㎎/dl,㎎/dl,1
1456,尿検査,Ｕ－Ｇｌｕｃｏｓｅ,1.2.840.114319.5.1000.1.22.1,0071700,随時尿GLU,037,随時尿,mg/dL,㎎/dl,1
1457,尿検査,Ｕ－Ｌｄｈ,1.2.840.114319.5.1000.1.22.2,204600,Ｕ－Ｌｄｈ,2E1,任意尿（一般特殊）,IU/L,IU/L,1
1458,尿検査,Ｕ－Γｇｔｐ,1.2.840.114319.5.1000.1.22.2,204900,Ｕ－Γｇｔｐ,2E1,任意尿（一般特殊）,IU/L,IU/L,1
1459,尿検査,Ｕ－リゾチーム,1.2.840.114319.5.1000.1.22.2,205500,Ｕ－リゾチーム,2E1,任意尿（一般特殊）,μg/ml,μg/ml,1
1460,尿検査,Ｕ－トランスフェリン,1.2.840.114319.5.1000.1.22.2,207300,Ｕ－トランスフェリン,2E1,任意尿（一般特殊）,㎎/dl,㎎/dl,1
1461,尿検査,Ｕ－トランスフェリン,1.2.840.114319.5.1000.1.28.13,5902,トランスフェリン,21,随時尿,μg/dl,㎎/dl,0.001
1462,尿検査,任意尿中有機酸分析(尿),1.2.840.114319.5.1000.1.22.2,211000,任意尿中有機酸分析,2E1,任意尿（一般特殊）,,,1
1463,尿検査,Ｕ－Ｖｍａ定量,1.2.840.114319.5.1000.1.22.2,230410,Ｕ－Ｖｍａ定量,2E1,任意尿（一般特殊）,,,1
1464,尿検査,Ｕ－Ｈｖａ定量,1.2.840.114319.5.1000.1.22.2,230710,Ｕ－Ｈｖａ定量,2E1,任意尿（一般特殊）,,,1
1465,尿検査,任意尿ミオグロビン,1.2.840.114319.5.1000.1.22.2,261400,任意尿ミオグロビン,2E1,任意尿（一般特殊）,ng/ml,ng/ml,1
1466,尿検査,尿中Ｂｊ蛋白同定,1.2.840.114319.5.1000.1.22.2,381301,尿中Ｂｊ蛋白同定,2D1,早朝尿（一般）,,,1
1467,尿検査,任意尿アミノ酸定量,1.2.840.114319.5.1000.1.22.2,394500,任意尿アミノ酸定量,2E1,任意尿（一般特殊）,,,1
1468,尿検査,ﾎｽﾎｾﾘﾝ(尿),1.2.840.114319.5.1000.1.22.2,394501,Ｐｈｏｓｐｈｏｓｅｒｉｎｅ,2E1,任意尿（一般特殊）,μMOL/ｸﾚｱG,μMOL/ｸﾚｱG,1
1469,尿検査,Ｐｃｐ（フェンシクリジン類）(尿),1.2.840.114319.5.1000.1.22.2,400501,Ｐｃｐ（フェンシクリジン類）,2E1,任意尿（一般特殊）,,,1
1470,尿検査,Ｂｚｄ（ベンゾジアゼピン）(尿),1.2.840.114319.5.1000.1.22.2,400502,Ｂｚｄ（ベンゾジアゼピン）,2E1,任意尿（一般特殊）,,,1
1471,尿検査,Ｂｚｏベンゾジアゼピン類(尿),1.2.840.114319.5.1000.1.22.2,400502,Ｂｚｏベンゾジアゼピン類,2E1,任意尿（一般特殊）,,,1
1472,尿検査,Ｃｏｃ（コカイン系麻薬）(尿),1.2.840.114319.5.1000.1.22.2,400503,Ｃｏｃ（コカイン系麻薬）,2E1,任意尿（一般特殊）,,,1
1473,尿検査,Ａｍｐ（覚せい剤）(尿),1.2.840.114319.5.1000.1.22.2,400504,Ａｍｐ（覚せい剤）,2E1,任意尿（一般特殊）,,,1
1474,尿検査,Ｍｅｔｈ（覚せい剤）(尿),1.2.840.114319.5.1000.1.22.2,400504,Ｍｅｔｈ（覚せい剤）,2E1,任意尿（一般特殊）,,,1
1475,尿検査,Ｔｈｃ（大麻）(尿),1.2.840.114319.5.1000.1.22.2,400505,Ｔｈｃ（大麻）,2E1,任意尿（一般特殊）,,,1
1476,尿検査,Ｍｏｒ／Ｏｐｉ（モルヒネ系麻）(尿),1.2.840.114319.5.1000.1.22.2,400506,Ｍｏｒ／Ｏｐｉ（モルヒネ系麻）,2E1,任意尿（一般特殊）,,,1
1477,尿検査,Ｏｐｉ（モルヒネ系麻薬）(尿),1.2.840.114319.5.1000.1.22.2,400506,Ｏｐｉ（モルヒネ系麻薬）,2E1,任意尿（一般特殊）,,,1
1478,尿検査,Ｂａｒ（バルビツール酸類）(尿),1.2.840.114319.5.1000.1.22.2,400507,Ｂａｒ（バルビツール酸類）,2E1,任意尿（一般特殊）,,,1
1479,尿検査,Ｔｃａ（三環系抗うつ剤(尿),1.2.840.114319.5.1000.1.22.2,400508,Ｔｃａ（三環系抗うつ剤,2E1,任意尿（一般特殊）,,,1
1480,尿検査,尿中Ｂｋウイルス定性,1.2.840.114319.5.1000.1.22.2,540100,尿中Ｂｋウイルス定性,2E1,任意尿（一般特殊）,,,1
1481,尿検査,尿中Ｊｃウイルス定性,1.2.840.114319.5.1000.1.22.2,540300,尿中Ｊｃウイルス定性,2E1,任意尿（一般特殊）,,,1
1482,尿検査,細胞質内封入体(尿),1.2.840.114319.5.1000.1.22.1,0704900,細胞質内封入体,032,新鮮尿,,,1
1483,尿検査,沈渣実施尿量(尿),1.2.840.114319.5.1000.1.22.1,0709900,沈渣実施尿量,032,新鮮尿,,,1
1484,尿検査,アミノ酸分画（尿）,1.2.840.114319.5.1000.1.28.13,2147,アミノ酸分画（尿）,21,随時尿,,,1
1485,尿検査,ウロポルフィリン,1.2.840.114319.5.1000.1.28.13,2182,ウロポルフィリン,21,随時尿,μg/gCr,μg/gCr,1
1486,薬物検査,バルプロ酸,1.2.840.114319.5.1000.1.18.1,0551100,ﾊﾞﾙﾌﾟﾛ酸,034,血液,μg/mL,μg/mL,1
1487,薬物検査,バルプロ酸,1.2.840.114319.5.1000.1.28.13,2224,バルプロ酸,12,血清,μg/ml,μg/mL,1
1488,薬物検査,バルプロ酸,1.2.840.114319.5.1000.1.22.2,401500,バルプロ酸,1C1,静脈血漿（凝固）,μg/ml,μg/mL,1
1489,生化学検査,non-HDL-C,1.2.840.114319.5.1000.1.18.1,0571600,non-HDL-C,034,血液,mg/dL,mg/dL,1
1490,肝機能検査,APRI,1.2.840.114319.5.1000.1.18.1,0571800,APRI,034,血液,,,1
1491,肝機能検査,FIB-4,1.2.840.114319.5.1000.1.18.1,0571900,FIB-4,034,血液,,,1
1492,肝機能検査,MELD,1.2.840.114319.5.1000.1.18.1,0572000,MELD,034,血液,,,1
1493,肝機能検査,ALBI score,1.2.840.114319.5.1000.1.18.1,0572100,ALBI score,034,血液,,,1
1494,肝機能検査,ALBI grade,1.2.840.114319.5.1000.1.18.1,0572101,ALBI grade,034,血液,,,1
1495,穿刺液検査,リバルタ,1.2.840.114319.5.1000.1.18.1,0901201,ﾘﾊﾞﾙﾀ,010,体腔液,,,1
1496,穿刺液検査,潜血,1.2.840.114319.5.1000.1.18.1,0901202,潜血,010,体腔液,,,1
1497,生化学検査,TIBC,1.2.840.114319.5.1000.1.18.1,0904100,TIBC,034,血液,μg/dL,μg/dL,1
1498,生化学検査,TIBC,1.2.840.114319.5.1000.1.22.1,0032300,TIBC,005,静血漿,μg/dL,μg/dL,1
1499,生化学検査,TIBC,1.2.840.114319.5.1000.1.22.2,304100,Ｔｉｂｃ,1B1,静脈血清（一般特殊 ）,μg/dl,μg/dL,1
1500,生化学検査,ビタミンＢ１,1.2.840.114319.5.1000.1.18.1,0907500,ﾋﾞﾀﾐﾝ B1,034,血液,,ng/mL,1
1501,生化学検査,ビタミンＢ１,1.2.840.114319.5.1000.1.22.1,0059500,ﾋﾞﾀﾐﾝB1,003,静全血,ng/mL,ng/mL,1
1502,生化学検査,ビタミンＢ１,1.2.840.114319.5.1000.1.22.2,346700,ビタミンＢ１,1D1,静脈全血（染色体・遺伝）,ng/ml,ng/mL,1
1503,尿検査,アドレナリン(尿),1.2.840.114319.5.1000.1.28.13,2373,アドレナリン,24,酸性蓄尿,μg/day,μg/day,1
1504,尿検査,ノルアドレナリン(尿),1.2.840.114319.5.1000.1.28.13,2374,ノルアドレナリン,24,酸性蓄尿,μg/day,μg/day,1
1505,尿検査,ドーパミン(尿),1.2.840.114319.5.1000.1.28.13,2375,ドーパミン,24,酸性蓄尿,μg/day,μg/day,1
1506,尿検査,メタネフリン１日量(尿),1.2.840.114319.5.1000.1.28.13,6841,メタネフリン１日量,24,酸性蓄尿,mg/day,mg/day,1
1507,尿検査,ノルメタネフリン１日量(尿),1.2.840.114319.5.1000.1.28.13,6842,ノルメタネフリン１日量,24,酸性蓄尿,mg/day,mg/day,1
1508,尿検査,メタネフリン総１日量(尿),1.2.840.114319.5.1000.1.28.13,6890,メタネフリン総１日量,24,酸性蓄尿,mg/day,mg/day,1
1509,尿検査,メタネフリン濃度(尿),1.2.840.114319.5.1000.1.28.13,6891,メタネフリン濃度,24,酸性蓄尿,mg/l,mg/l,1
1510,尿検査,ノルメタネフリン濃度(尿),1.2.840.114319.5.1000.1.28.13,6892,ノルメタネフリン濃度,24,酸性蓄尿,mg/l,mg/l,1
1511,尿検査,Ｖｍａ（Ｕ）１日量(尿),1.2.840.114319.5.1000.1.28.13,6893,Ｖｍａ（Ｕ）１日量,24,酸性蓄尿,mg/day,mg/day,1
1512,尿検査,Ｖｍａ濃度(尿),1.2.840.114319.5.1000.1.28.13,6894,Ｖｍａ濃度,24,酸性蓄尿,mg/l,mg/l,1
1513,尿検査,Ｈｖａ（Ｕ）１日量(尿),1.2.840.114319.5.1000.1.28.13,6895,Ｈｖａ（Ｕ）１日量,24,酸性蓄尿,mg/day,mg/day,1
1514,尿検査,Ｈｖａ（Ｕ）濃度(尿),1.2.840.114319.5.1000.1.28.13,6896,Ｈｖａ（Ｕ）濃度,24,酸性蓄尿,mg/l,mg/l,1
1515,尿検査,アドレナリン濃度(尿),1.2.840.114319.5.1000.1.28.13,6906,アドレナリン濃度,24,酸性蓄尿,μg/l,μg/l,1
1516,尿検査,ノルアドレナリン濃度(尿),1.2.840.114319.5.1000.1.28.13,6907,ノルアドレナリン濃度,24,酸性蓄尿,μg/l,μg/l,1
1517,尿検査,ドーパミン濃度(尿),1.2.840.114319.5.1000.1.28.13,6908,ドーパミン濃度,24,酸性蓄尿,μg/l,μg/l,1
1518,内分泌検査,アドレナリン,1.2.840.114319.5.1000.1.18.1,0908701,ｱﾄﾞﾚﾅﾘﾝ,034,血液,ng/mL,ng/mL,1
1519,内分泌検査,アドレナリン,1.2.840.114319.5.1000.1.22.2,380701,アドレナリン,1C1,静脈血漿（凝固）,pg/ml,ng/mL,0.001
1520,内分泌検査,アドレナリン,1.2.840.114319.5.1000.1.28.13,2366,アドレナリン,13,血漿,ng/ml,ng/mL,1
1521,内分泌検査,ノルアドレナリン,1.2.840.114319.5.1000.1.18.1,0908702,ﾉﾙｱﾄﾞﾚﾅﾘﾝ,034,血液,ng/mL,ng/mL,1
1522,内分泌検査,ノルアドレナリン,1.2.840.114319.5.1000.1.22.2,380702,ノルアドレナリン,1C1,静脈血漿（凝固）,pg/ml,ng/mL,0.001
1523,内分泌検査,ノルアドレナリン,1.2.840.114319.5.1000.1.28.13,2367,ノルアドレナリン,13,血漿,ng/ml,ng/mL,1
1524,内分泌検査,ドーパミン,1.2.840.114319.5.1000.1.18.1,0908703,ﾄﾞｰﾊﾟﾐﾝ,034,血液,ng/mL,ng/mL,1
1525,内分泌検査,ドーパミン,1.2.840.114319.5.1000.1.22.2,380703,ドーパミン,1C1,静脈血漿（凝固）,pg/ml,ng/mL,0.001
1526,内分泌検査,ドーパミン,1.2.840.114319.5.1000.1.28.13,2368,ドーパミン,13,血漿,ng/ml,ng/mL,1
1527,免疫血清検査,抗核抗体,1.2.840.114319.5.1000.1.18.1,0911300,抗核抗体,034,血液,ﾊﾞｲ,ﾊﾞｲ,1
1528,免疫血清検査,抗核抗体,1.2.840.114319.5.1000.1.22.1,0181400,*抗核抗体,004,静血清,,ﾊﾞｲ,1
1529,免疫血清検査,抗核抗体,1.2.840.114319.5.1000.1.28.13,3341,抗体価,12,血清,倍,ﾊﾞｲ,1
1530,免疫血清検査,HOMOGENEOUS,1.2.840.114319.5.1000.1.18.1,0911311,HOMOGENEOUS,034,血液,,,1
1531,免疫血清検査,HOMOGENEOUS,1.2.840.114319.5.1000.1.22.2,366211,Ｈｏｍｏｇｅｎｅｏｕｓ,1B1,静脈血清（一般特殊 ）,,,1
1532,免疫血清検査,HOMOGENEOUS,1.2.840.114319.5.1000.1.28.13,3342,Ｈｏｍｏｇｅｎｅｏｕｓ型,12,血清,,,1
1533,免疫血清検査,SPECKLED,1.2.840.114319.5.1000.1.18.1,0911312,SPECKLED,034,血液,,,1
1534,免疫血清検査,SPECKLED,1.2.840.114319.5.1000.1.22.2,366212,Ｓｐｅｃｋｌｅｄ,1B1,静脈血清（一般特殊 ）,,,1
